Category,Message
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,"Come to mu, we're sorting out our narcotics situation"
ham,She's good. How are you. Where r u working now
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,"Just wondering, the others just took off"
ham,That day you asked about anand number. Why:-)
ham,Mm umma ask vava also to come tell him can play later together
ham,Get ready for  &lt;#&gt;  inches of pleasure...
ham,No need for the drug anymore.
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,Ya that one is slow as poo
ham,I'm home.
ham,U too...
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,"If i let you do this, i want you in the house by 8am."
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,No da..today also i forgot..
ham,... Are you in the pub?
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,He is world famamus....
ham,Ok lor... But buy wat?
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,U attend ur driving lesson how many times a wk n which day?
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,Same. Wana plan a trip sometme then
ham,Oh all have to come ah?
ham,K..k..any special today?
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,Happy new years melody!
ham,K..i deleted my contact that why?
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,R u meeting da ge at nite tmr?
ham,When you came to hostel.
ham,I'm already back home so no probably not
ham,I just cooked a rather nice salmon a la you
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,Ok set let u noe e details later...
ham,Nan sonathaya soladha. Why boss?
ham,Oh yeah clearly it's my fault
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,Yeah it's jus rite...
ham,Hey leave it. not a big deal:-) take care.
ham,Ok... But bag again..
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,And of course you should make a stink!
ham,Thank u!
ham,You also didnt get na hi hi hi hi hi
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,Yup
ham,I dled 3d its very imp
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,Yeah jay's sort of a fucking retard
ham,Love you aathi..love u lot..
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Yes just finished watching days of our lives. I love it.
ham,No break time one... How... I come out n get my stuff fr ü?
ham,"Yeah, where's your class at?"
ham,You dont know you jabo me abi.
ham,U can call me now...
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,Don no da:)whats you plan?
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that " &lt;#&gt;  lac crore" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."
ham,An Amazing Quote'' - "Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."
ham,K..k..i'm also fine:)when will you complete the course?
ham,Midnight at the earliest
ham,I got your back! Do you have any dislikes in bed?
ham,That's y we haf to combine n c how lor...
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,Are you this much buzy
ham,* Will have two more cartons off u and is very pleased with shelves
ham,Oooh I got plenty of those!
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Or ill be a little closer like at the bus stop on the same street
ham,"Oops, I'll let you know when my roommate's done"
ham,You still around? I could use a half-8th
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Kent vale lor... Ü wait 4 me there ar?
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,I am not at all happy with what you saying or doing
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,Where did u go? My phone is gonna die you have to stay in here
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Have you finished work yet? :)
ham,If I was I wasn't paying attention
ham,"Hey elaine, is today's meeting still on?"
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,"I'm back, lemme know when you're ready"
ham,U sure u can't take any sick time?
ham,K and you're sure I don't have to have consent forms to do it :V
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,She's borderline but yeah whatever.
ham,"Just sent you an email – to an address with incomm in it, is that right?"
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Ok which your another number
ham,Yes. Nigh you cant aha.
ham,Yes. Last  practice
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
ham,O ic lol. Should play 9 doors sometime yo
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
ham,I dont want to hear anything
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,U don't remember that old commercial?
ham,So why didnt you holla?
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,"Kate jackson rec center before 7ish, right?"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,5 nights...We nt staying at port step liao...Too ex
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,am up to my eyes in philosophy
ham,Goin to workout lor... Muz lose e fats...
ham,No chikku nt yet.. Ya i'm free
ham,Okay... I booked all already... Including the one at bugis.
ham,I know that my friend already told that.
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,Hi' Test on  &lt;#&gt; rd ....
ham,Are you not around or just still asleep? :V
ham,A boy was late 2 home. His father: "POWER OF FRNDSHIP"
ham,Can... I'm free...
ham,No. But we'll do medical missions to nigeria
ham,Staff of placement training in Amrita college.
ham,Stop knowing me so well!
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,"Uncle G, just checking up on you. Do have a rewarding month"
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,"Not sure yet, still trying to get a hold of him"
ham,The basket's gettin full so I might be by tonight
ham,I'm really not up to it still tonight babe
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Ok lor...
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,Sounds great! Are you home now?
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Is fujitsu s series lifebook good?
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,"Lol, oh you got a friend for the dog ?"
ham,645
ham,He needs to stop going to bed and make with the fucking dealing
ham,Ok...
ham,Not a drop in the tank
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,How r ü going to send it to me?
ham,Oh ho. Is this the first time u use these type of words
ham,Thanks  and ! Or bomb and date as my phone wanted to say!
ham,So i could kiss and feel you next to me...
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month
ham,Pathaya enketa maraikara pa'
ham,Not getting anywhere with this damn job hunting over here!
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,"I can't, I don't have her number!"
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,Haiyoh... Maybe your hamster was jealous of million
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,U having lunch alone? I now so bored...
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,MMM ... Fuck .... Merry Christmas to me
ham,Hey what happen de. Are you alright.
ham,Please don't text me anymore. I have nothing else to say.
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,Love it! I want to flood that pretty pussy with cum...
ham,Yes i will be there. Glad you made it.
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,I will once i get home
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Yup... From what i remb... I think should be can book...
ham,Da is good good player.why he is unsold.
ham,Were trying to find a Chinese food place around here
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,LOL ... Have you made plans for new years?
ham,Send me yetty's number pls.
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
ham,Much better now thanks lol
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,It is only yesterday true true.
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,Not to worry. I'm sure you'll get it.
ham,Just getting back home
ham,She doesnt need any test.
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,One small prestige problem now.
ham,Men like shorter ladies. Gaze up into his eyes.
ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,"Hm good morning, headache anyone? :-)"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,How much she payed. Suganya.
ham,"K, if u bored up just come to my home.."
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,Send me the new number
ham,Ok.
ham,Good morning princess! How are you?
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
ham,"Hi Chikku, send some nice msgs"
ham,"Sorry, I'll call later"
ham,I'm also came to room.
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,I will see in half an hour
ham,Is there any training tomorrow?
ham,Eh den sat u book e kb liao huh...
ham,S:-)kallis wont play in first two odi:-)
ham,The bus leaves at  &lt;#&gt;
ham,I told your number to gautham..
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,Nothing spl..wat abt u and whr ru?
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,When ü login dat time... Dad fetching ü home now?
ham,Ok lor... Or u wan me go look 4 u?
ham,Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: "GOODMORNING &amp; HAVE A NICE DAY" :)
ham,"Aight fuck it, I'll get it later"
ham,Still at west coast... Haiz... Ü'll take forever to come back...
ham,So that takes away some money worries
ham,Ü predict wat time ü'll finish buying?
ham,and  picking them up from various points
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,Wah lucky man... Then can save money... Hee...
ham,Where is it. Is there any opening for mca.
ham,You made my day. Do have a great day too.
ham,I'm going out to buy mum's present ar.
ham,Should i send you naughty pix? :)
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,And how's your husband.
ham,"Gosh that , what a pain. Spose I better come then."
ham,Ok anyway no need to change with what you said
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,Haha okay... Today weekend leh...
ham,Orh i tot u say she now still dun believe.
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,We are okay. Going to sleep now. Later
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,Still i have not checked it da. . .
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,Id have to check but there's only like 1 bowls worth left
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham,Sorry i din lock my keypad.
ham,Ü v ma fan...
ham,Hows the champ just leaving glasgow!
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,Yup ok...
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,Dear where you. Call me
ham,I anything lor...
ham,Dad says hurry the hell up
ham,when you and derek done with class?
ham,I will treasure every moment we spend together...
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,Aiyah ok wat as long as got improve can already wat...
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,Watching tv lor...
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Somebody should go to andros and steal ice
ham,Unni thank you dear for the recharge..Rakhesh
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,Sos! Any amount i can get pls.
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Y bishan lei... I tot ü say lavender?
ham,Oh yeah! And my diet just flew out the window
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,Free Msg: get Gnarls Barkleys "Crazy" ringtone TOTALLY FREE just reply GO to this message right now!
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
spam,You have 1 new voicemail. Please call 08719181513.
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
spam,Filthy stories and GIRLS waiting for your
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
spam,You have been specially selected to receive a "3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,#ERROR!
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
