data,labels
"japanese growth grind halt      growth japan evaporate month september sparking renew concern economy long decade long trough      output period grow zero.one annual rate zero.three export usual engine recovery falter domestic demand stay subdue corporate investment fall short growth fall short expectation mark sixth straight quarter expansion      economy stagnate one thousand, nine hundred and ninety experience brief spurt expansion amid long period doldrum result deflation price fall rise japanese shopper cautious keep spend      effect leave economy dependent export recent recovery high oil price knock zero.two growth rate fall dollar mean product ship relatively expensive      performance quarter mark sharp downturn early year quarter show annual growth six.three second show one.one economist predict time export slow capital spending weak say hiromichi shirakawa chief economist ubs security tokyo personal consumption look good mainly temporary factor olympics amber light flash government find difficult raise taxis policy implement economy pick help deal japans massive public debt",business
winter freeze keep oil fifty      oil price carry rise wednesday cold weather side north atlantic push crude price month high      freeze temperature heavy snowfall take crude oil price past fifty barrel tuesday time november decline dollar contribute rise oil price crude trading fifty-one.thirty-nine seven hundred and ten gmt asian electronic trade wednesday barrel crude oil close two.eighty fifty-one.fifteen new york tuesday opec member say tuesday give high price cartel see reason cut output      year peak fifty-five.sixty-seven barrel reach october price 2004s average forty-one.forty-eight brent crude rise london trading add one.eighty-nine forty-eight.sixty-two close      western europe north east america shiver unseasonably low temperature recent day decline dollar week low euro serve inflate price primary factor weak dollar say victor shum singapore base analyst purvin gertz expectation rebound dollar halt oil price rise immediately bear wednesday morning oil price carry upwards dollar strengthen euro pound yen      opec member say tuesday cut production unlikely cite rise price strong demand oil asia agree need cut supply price fathi bin shatwan libyas oil minister tell reuters think need cut price fall thirty-five barrel add,business
circuit city get takeover offer      circuit city store second large electronics retailer receive three.25bn xc2xa31.7bn takeover offer      bid come boston base private investment firm highfield capital management own six.seven circuit city share share retailer nineteen.six seventeen.four tuesday morning trading new york follow announcement highfield say intend virginia base firm private      transformation eliminate public company transparency company operate strategy uniquely damage highly competitive industry circuit city go head head tough entrench rival highfield say analyst suggest bid battle begin company bill armstrong retail analyst cl king associates say expect private investment firm come forward circuit city retailer debt free good cash flow despite fact say struggle market leader good buy cut price competition like wal mart say mr armstrong,business
"lufthansa sue bush visit      german airline lufthansa sue federal agency damage arrival president george bush disrupt flight      lufthansa say lose million euro result air force land frankfurt airport flight affect hour wednesday morning double time expect lead cancellation delay lufthansa account ten plane frankfurt airport      research possibility michael lamberty lufthansa spokesman tell bbc check action take court take mr lamberty explain company plan pursue germanys air traffic controller organisation airport authority want instead possible sue german federal agency give order company say cancel seventy-seven short medium distance flight affect five,zero passenger long haul traveller disrupt      central problem instead half hour arrival president bush german leg european tour take good hour lufthansa say time restriction plane taxi taking landing frankfurt rhein main airport extra time take president bush entourage mean knock effect lead significant delay mr lamberty say ninety-two outgoing flight eighty-six income flight delay average hour follow president bushs arrival affect seventeen,zero passenger despite problem mr lamberty say certain lufthansa legal action",business
electrolux export europe job      electrolux see share rise fourteen tuesday say shift manufacture low cost country      swedish firm world large maker home appliance say relocate ten twenty-seven plant western europe north america facility affect intend move asia eastern europe mexico company manufacture site county durham make lawn garden product newton aycliffe cookers oven spennymoor newton aycliffe plant affect electroluxs separate announcement spin outdoor product unit new separate company      electrolux subsidiary brand include aeg zanussi frigidaire company say speed restructure programme aim save xc2xa3190 xc2xa3265 annually two thousand and nine half plant high cost country ten risk say electrolux chief executive han straberg look pretty grim say swedish trade union official ulf carlsson go end produce sweden,business
"market signal brazilian recovery      brazilian stock market rise record high investor display grow confidence durability country economic recovery      main bovespa index sao paolo stock exchange close twenty-four,nine hundred and ninety-seven point friday top previous record market close reach previous day market buoyancy reflect optimism brazilian economy grow four.five two thousand and four brazil recover year recession bad decade      economic output decline zero.two two thousand and three president luiz inacio lula da silva elect brazil work class president two thousand and two strongly criticise pursue hardline economic policy      investor praise handle economy foreign investment risen unemployment fall inflation bring control analyst believe stock market rise twenty-five,zero mark time long space gain end year twenty-seven,zero point say paschoal tadeu buonomo head equity trading broker tov brazil currency real rise high level dollar year friday interest rate stand punitive seventeen.twenty-five inflation fall export boom particularly agricultural product time decade economic policy pillar line recovery finance minister antonio palocci tell associated press news agency government account surplus current account surplus inflation control      investor deeply suspicious president da silva trade union leader campaign programme extensive land redistribution large rise minimum wage mr da silva stick orthodox monetary policy inherit predecessor face year economic crisis earn disapproval rural farm worker thousand take street brasilia thursday protest government policy president da silva defend policy argue brazil afford continue cycle boom bust afflict recent decade",business
"yukos blessing disguise      thing equal notion entrepreneur languish jail company sell song ought bad business      look glass world modern russia opposite true new report argue study centre economic policy research praise rough handling oil company yukos argue rigorous tax policing benefit russian firm target tax police increase tax enforcement increase dividend income outside shareholder receive accounting increase level taxation author      paper reasoning complex base sophisticated model relationship tax regime corporate governance particular propensity management steal company calculation demonstrate russian analyst know increase tax rate increase manager steal undeclared income relatively valuable west high tax rate translate far smoothly high government revenue hand increase rigour taxis collect encourage company transparent force able demonstrate financial position far accurately net result author extra company pay tax compensate great efficiency financial soundness      vladimir putin president two thousand raise taxis lot effort critic argue enforcement      russian stock market treble value rise author attribute newly tough approach report highlight case sibneft russian oil company come close merging yukos year mr putin come power company overall effective tax rate rise two.six ten.four sibneft target series aggressive raid fiscal police shareholder benefit hugely sibneft start pay dividend fifty-three two thousand 1bn two thousand and one closed network opaque subsidiary previously siphon unofficial fund accord author variety change sweep russian industry time increase tax enforcement likely explanation change fortune sibneft peer      analysis sense certainly fault corporate russia far orderly law abide two thousand company rush list share international stock exchange unthinkable wilder day one thousand, nine hundred and ninety large firm produce account international standard foreign direct investment long negligible starting flow amount 7bn two thousand and three stock market return healthy europe author model cover complexity start model assume party clearly define motivation company want maximise profit government want maximise tax revenue fact alarmingly close connection big business government russia connection grease bribery blur apparently antagonistic relationship company example persuade official overlook non payment taxis      author definition tax enforcement unrealistically western genuine disintereste tax collection work wonder russia problem recent example erratic unpredictable way law enforce case yukos example move fit start little clarity government intention little faith investor letter law follow far commentator concern state pursue yukos political vendetta simply enforce fiscal rectitude yukos founder mikhail khodorkovsky arrest year ago russian market drop ten indication investor feel optimistic salutary effect corporate performance",business
low cost airline hit eurotunnel      channel tunnel operator eurotunnel see sale fall face upsurge european low cost airline      firm say sale two thousand and four seven hundred and eighty-nine euro one.03bn xc2xa3548 impact development frill airline felt strongly say chief executive jean louis raymond income vehicle carry shuttle service fall fifteen passenger mean rise railway revenue      cross channel truck market improve eurotunnel say warn benefit traffic container destine port passenger train use tunnel run separate company eurostar      eurotunnel struggle debt 6bn euro company currently keep afloat two hundred plus bank owe money shareholder revolt throw old board two thousand and four bbcs business editor jeff randall say bank step altogether moment not service interest debt say company departure lounge life,business
rule yukos refuge      yukos say bankruptcy court decide block russia impend auction main production arm thursday      russian oil firm file bankruptcy protection attempt halt force sale judge letitia clark say hearing continue thursday argument case hear russian authority auction yuganskneftegas nineteen december pay huge tax bill send yukos      russian prosecutor force sale firm lucrative asset yuganskneftegas help pay 27bn xc2xa314bn tax bill claim owe yukos      file bankruptcy protection resort preserve right shareholder employee customer say yukos chief executive steven theede company add opt action american court bankruptcy law give worldwide jurisdiction debtor company property seek judiciary willing protect value shareholder investment firm base russia significant asset lawyer unsure outcome case stop sixty body cut sunday zack clement lawyer yukos tell judge clark emergency hearing houston texas wednesday bid chapter eleven bankruptcy protect firm creditor allow continue trading restructure finance group claim damage russian government yukos ask houston court order russia arbitration press claim billion dollar damage campaign illegal discriminatory disproportionate tax claim mr clement say russian law russian government oblige enter arbitration set international law      add open bid firm yuganskneftgas unit 8bn half 20bn yukos adviser worth believe significant bidder auction sunday gazprom say refer russias natural gas giant yukos maintains force auction illegal cause company suffer immediate irreparable harm commentator believe russian government aggressive pursuit yukos politically motivated response political ambition chief executive mikhail khodorkovsky mr khodorkovsky fund liberal opposition group arrest october year fraud tax evasion charge jail analyst believe production unit auction likely buy government back firm like gazprom effectively bring large chunk russias lucrative oil gas industry state control,business
novartis hit acquisition trail      swiss drugmaker novartis announce five.65bn euro seven.4bn xc2xa33.9bn purchase sandoz unit world big generic drug producer      novartis month forecast record sale two thousand and five say buy germanys hexal acquire sixty-seven.seven hexal affiliate eon labs offer buy remain share thirty-one novartis say able cost saving two hundred year follow acquisition novartis share rise fifty-seven.eighty-five swiss franc early trading      deal novartis sandoz business overtake israel teva pharmaceuticals world big maker generic base two thousand and four figure newly merge producer sale 5bn company estimate novartis say merge number department add job cut      strong growth outlook sandoz create job expected partially compensate necessary reduction work force firm say statement generic drug chemically identical expensive brand rival producer sandoz copy brand product usually patent protection expire sell cheaply pay research development cost      one hundred and fifty generic drugmaker worldwide analyst predict consolidation market fragment analyst initially convince deal expensive acquisition birgit kuhlhoff sal oppenheim investment bank tell reuter find strange make acquisition exactly market suffer price pressure,business
sec rethink post enron rule      stock market watchdog chairman say willing soften tough new corporate governance rule ease burden foreign firm      speech london school economics william donaldson promise initiative european firm protest law introduce enron scandal wall street listing costly regulator say foreign firm extra time comply key clause sarbane oxley act      act come force mid-two thousand and five oblige firm stock market listing declaration critic add substantially cost prepare annual account      firm break new law face huge fine senior executive risk jail term twenty year mr donaldson say act provide exemption foreign firm securities exchange commission sec continue sensitive need accomodate foreign structure requirement disagree intention act oblige chief executive sign statement take responsibility accuracy account european firm secondary listing new york object argue compliance cost outweigh benefit dual list act apply firm three hundred shareholder situation firm listing find      three hundred shareholder threshold draw anger effectively block obvious remedy delist mr donaldson say sec consider new approach deregistration process foreign firm unwilling meet requirement      seek solution preserve investor protection turn market exit say reveal staff weigh merit delay implementation act popular measure section four hundred and four foreign firm see particularly costly implement section four hundred and four oblige chief executive responsibility firm internal control sign compliance statement annual account sec delay implementation clause small firm include one market capitalisation seven hundred xc2xa3374      delegation european firm visit sec december press change financial time report      lead digby jones director general uks confederation british industry cbi include representative basf siemens cadbury schweppes compliance cost believe make firm wary listing air china pick london stock exchange secondary list one.07bn xc2xa3558 stock market debut month rumour chinese state run bank china construction bank bank china abandon plan multi billion dollar listing new york later year instead cost sarbane oxley persuade stick single listing hong kong accord press report china,business
share rise new man utd offer      share manchester united close four.seventy-five monday follow new offer tycoon malcolm glazer      board football club expect meet early week discuss late proposal value club xc2xa3800 one.5bn manchester united reveal sunday receive detailed proposal mr glazer look set receive scrutiny club previously reject mr glazer approach hand senior source club tell bbc time different supporter group shareholders united urge club reject new deal      spokesman shareholders united say not difference compare mr glazer previous proposal xc2xa3200 debt not bring money club hell use money buy      mr glazer latest lead mr glazer son avi joel accord financial time proposal receive david gill united chief executive end week pitch 300p share david cumming head uk equities standard life investment say believe fund 300p share bid mr glazer control club      think manchester united fans tell bbc complain curtain want go tycoon woo club twelve month approach united board detailed proposal confirm      mr glazer own tampa bay buccaneer team hope lead formal bid accept believe increase equity new proposal clear proposal succeed need support united large shareholder irish horseracing tycoon jp mcmanus john magnier twenty-nine united cubic expression investment vehicle mr glazer family hold stake twenty-eight.one know mr mcmanus mr magnier support glazer bid nm rothschild investment bank advise mr glazer accord financial time previous adviser jpmorgan quit year mr glazer go ahead vote appointment united directors board advice ft say think jp morgan role finance mr glazer late financial proposal,business
yukos unit buyer face loan claim      owner embattle russian oil giant yukos ask buyer production unit pay nine hundred xc2xa3479 loan      state own rosneft buy yugansk unit nine.3bn sale force russia settle twenty-seven.5bn tax claim yukos yukos owner menatep group say ask rosneft repay loan yugansk secure asset rosneft face similar five hundred and forty repayment demand foreign bank legal expert say rosneft purchase yugansk include obligation pledge asset rosneft pay real money creditor avoid seizure yugansk asset say moscow base lawyer jamie firestone connect case menatep group manage director tim osborne tell reuters news agency default fight rule law exist international arbitration clause credit      rosneft official unavailable comment company say intend action menatep recover tax claim debt owe yugansk yukos file bankruptcy protection court attempt prevent force sale main production arm sale go ahead december yugansk sell little know shell company turn buy rosneft yukos claim downfall punishment political ambition founder mikhail khodorkovsky vow sue participant sale,business
parmalat boast double profit      parmalat italian food group centre europe painful corporate scandal report double profit      pre tax earning fourth quarter seventy-seven euro xc2xa353 one hundred thirty-eight period two thousand and three welcome news firm fine eleven euro having violate takeover rule year ago firm seek bankruptcy protection december two thousand and three disclose 4bn euro hole account overall company debt close 12bn euro fall slowly brand know italy overseas continue perform strongly barely lose revenue scandal break      crucial factor company future legal unwind intensely complex financial position tuesday company administrator turnaround expert enrico bondi sue morgan stanley banker return one hundred and thirty-six euro relate two thousand and three bond deal bring forty-nine number bank mr bondi sue mass legal action bring 3bn euro company sue auditor financial advisor damage criminal case company management proceed separately,business
qw spark mci bid war      phone company qwest say table new offer mci lose large rival verizon set scene possible bidding war      mci accept six.75bn xc2xa33.6bn buyout telecoms giant verizon monday reject high offer qwest qwest chairman richard notebaert send letter mcis board thursday say plan submit new offer examine verizon bid know worldcom mci long distance corporate phone firm snap mci buyer access global telecommunication network large number business base subscriber share mci electronic trading close new york market      qwest say wednesday mci reject deal worth 8bn like advise complete review verizon merger agreement intend submit modify offer acquire mci letter qwest say verizon offer cash share dividend number investor say undervalue mci verizon plan swap zero.forty-one share one.fifty cash mci share offer special dividend four.fifty share company board back deal regulator need approval try lure investor promise well return qwest reckon offer face regulatory scrutiny verizon      takeover fifth billion dollar telecom deal october company look cut cost boost client basis early month sbc communication agree buy parent phone trailblazer at&t 16bn concern cash especially mci emerge bankruptcy protection april verizon far bigger qwest few debt build successful mobile division mci trading worldcom big corporate bankruptcy history admit illegally book expense inflate profit worldcom boss bernie ebber currently stand trial accuse oversee 11bn fraud qwest pay securities exchange commission two hundred and fifty october settle charge massage earning wall street happy,business
optimism remain uk housing      uk property market remain robust despite recent slowdown accord mortgage lender bradford bingley housebuilder george wimpey      b&b say buy let market bank major player continue grow fast wide mortgage market comment came report rise profit xc2xa3280.two five hundred and thirty-two wimpey report nineteen rise profit xc2xa3450.seven say recent new home reservation well expect      recent housing market survey indicate uk property market cool recent month year rapid growth week figure council mortgage lender cml indicate popularity buy let mortgage key phenomenon housing boom wane      b&b twenty-two share uk buy let mortgage market say rate growth moderate sector continue grow rate considerably mortgage market overall b&b say housing market fundamental remain strong interest rate unemployment likely remain historically low level real household income continue grow housing demand likely outstrip supply medium term despite upbeat tone share b&b three hundred and twenty-five.5p morning trade analyst worry future earning growth      wimpey profit figure come expectation number help buoyant sale offset slight slowdown uk wimpey say uk housing market prove challenging year late summer market general slow sharply country show real improvement autumn add seven week year produce promising sign wimpey say visitor level interest period encourage reservation strong end expectation share wimpey four hundred and fifty-eight.5p morning trade,business
"datum spark inflation worry      wholesale price rise fast rate year january accord government datum      new figure labor department producer price index ppi rise zero.three line forecast core producer price exclude food energy cost surge zero.eight big rise december one thousand, nine hundred and ninety-eight increase inflationary concern contrast university michigan barometer retail consumer confidence show slight dip universitys index consumer spending fall ninety-four.two early february ninety-five.five january indicate fall retail spend public mixed set datum friday lead volatile early wall street trade dow jones standard poors five hundred nasdaq swing positive negative territory      economic figure come increase fear federal reserve chairman raise interest rate order stifle inflationary pressure feed raise interest rate gradual pace june two thousand and four attempt sure inflation control      mr greenspan tell congress week central bank guard possibility rebound economy trigger strong inflation pressure ppi argue greenspan continue raise rate measure pace say joe quinlan chief market stategist bank america capital management michigan survey tell consumer downshifte little bit term confidence spending indication      consumer spending account sixty-six economic activity view gauge health economy michigan datum closely observe friday overshadow core ppi core figure surge two.seven past twelve month big year year gain year concern trader interpret big jump core ppi impetus feed aggressive measured moving rate say paul cherney chief market analyst standard poors ian shepherdson chief economist high frequency economic say ppi report alarm glance time increase alcohol tobacco price indication broad ppi pressure responsible increase say price auto truck jump january shepherdson say good bet increase will not stick",business
korean credit card firm rescue      south korea large credit card firm avert liquidation follow trillion win nine hundred and sixty xc2xa3499 bail      lg card threaten collapse huge debt firm creditor parent step rescue consortium creditor lg group family own conglomerate four hundred and eighty stabilise firm lg card seven million customer collapse send shockwave country economy      firm creditor ninety-nine lg card try agree deal secure future week take control company january avoid bankruptcy four.5bn bail      threaten delist company trigger massive debt redemption force company bankruptcy agreement reach future funding lg card need financial aid laah chong gyu executive director korea development bank firm creditor say      agreement twelve trillion win debt convert equity purpose capital injection avoid delist goal meet david kim analyst sejong securities tell reuters south koreas consumer credit market slowly recover crisis two thousand and two credit bubble burst million consumer fall debt repayment lg card return profit september need capital avoid throw market south koreas stock exchange delist firm debt exceed asset year run,business
ec call truce deficit battle      european commission ec call truce battle france germany breach deficit limit      come france germany vow run budget deficit eu cap two thousand and five time year ec warn close scrutiny act fiscal situation deteriorate eu rule member country deficit france germany breach year year row country break european union stability growth pact rule      eurozone big economy leave pact tatter november two thousand and three persuade fellow eu member threat penalty deficit breach hold      commission take pair european court human justice rule eu countries pact abeyance confirm ecs right launch excessive debt procedure announce decision erase france germany list deficit rule breaker eu say time lag create ruling mean two thousand and five target year pair bring budgets commission conclude country appear track correct excessive deficit two thousand and five say statement eu expect german deficit fall fall two.nine gdp year three.nine year france forecast drop expect three.seven year forecast base ec prediction gdp growth one.five germany year two.two france      berlin welcome decision finance minister hans eichel say show ec recognise germany fiscal policy right track amid difficult economic condition paris subdue finance minister herve gaymard tell parliament continue path save money critic european people party epp attack ec back punitive action commission buckling pressure germany france epp spokesman alexander radwan say scary fact budget sinner despite having repeatedly exceed deficit limit fear sanction despite commission deliver decision big eurozone economy refuse comment similar action greece break deficit ceiling monetary affair commissioner joaquin almunia say matter week,business
indias deccan get plane      air deccan sign deal acquire thirty-six plane avion de transport regional atr      value deal reveal confidentiality clause agreement air deccan manage director gorur gopinath say price agree catalogue price seventeen.six xc2xa39.forty-nine plane recently india low cost airline order thirty airbus a320 plane one.8bn      agreement air deccan buy fifteen new atr seventy-two five hundred lease fifteen atr provide second hand airplane statement atr say delivery aircraft begin two thousand and five continue year period      mr gopinath say plane connect regional indian cities evaluation atr bombardi aircraft choose atr aircraft find suitable operation indian market short haul route filippo bagnato atr chief executive say firm work air deccan create training centre bangalore      potential indian budget market attract attention business home abroad air deccan say base business model european firm ireland ryanair beer magnate vijay mallya recently set kingfisher airlines uk entrepreneur richard branson say keen start local operation india government give back cheap accessible air travel,business
"consumer confidence      consumer confidence state economy high month optimistic two thousand and five influential survey say      feel good factor consumer rise december time july accord new datum conference board survey five,zero household point renew optimism job creation economic growth retailer report strong sale past ten day slow start crucial festive season      accord figure release tuesday sale shopping mall week twenty-five december four.three high two thousand and three follow minute rush wal mart large retailer say december sale expect well previously forecast strong post christmas sale      expect annual sale growth month consumer confidence figure consider key economic indicator consumer spending account third economic activity united states continue economic expansion combine job growth consumer end year high note say lynn franco director conference board consumer research centre consumer outlook suggest economy continue expand half year overall economy perform strongly recent month prompt federal reserve increase interest rate times june",business
korean lender face liquidation      creditor south korea credit card firm say company liquidation ex parent firm fail bail      lg card creditor give lg group wednesday sign one.1bn rescue package firm avoid bankruptcy thank four.5bn bail january two thousand and four give control creditor lg group say package reflect firm new ownership accept unfair burden seven million people south korea use lg card plastic purchase      lg card creditor threaten parent group lg group penalty fail respond demand      creditor seek strong financial sanction lg group lg card liquidated say yoo ji chang governor korean development bank kdb card firm major creditor lg group say provide help credit card issuer hurt corporate credibility spark shareholder lawsuit say want fair reasonable guideline split financial burden creditor ninety-nine.three lg card creditor ask government mediate avoid risk stability financial market kdb say analyst believe compromise likely lg group know impact consumer demand national economy liquidation lg card say kim yungmin equity strategist dongwon investment trust management      lg card collapse two thousand and three increase overdue credit card bill burst credit bubble firm return profit september two thousand and four need capital injection avoid delisted korea stock exchange exchange delist company debt exceed asset year run lg card creditor fear trigger massive debt redemption request bankrupt firm owe twelve.05bn eventually lg group participate stall try earn well concession say mr kim,business
"probe airline travel chaos      government investigate airlines- airways delta air line comair subsidiary travel chaos christmas weekend      staff call sick airway computer failure comair leave thirty,zero passenger strand ten,zero piece baggage undelivered airways chapter eleven bankruptcy protection second time year battle cut cost currently try negotiate pay cut flight baggage staff      transportation secretary norman mineta say deeply concerned disruption passenger order thorough investigation comair computer breakdown plunge flight crew scheduling system disarray altogether one,one hundred flight cancel holiday long weekend mr mineta say important understand happen happen carrier properly plan holiday travel period respond appropriately consumer need aftermath      add atmosphere chaos mountain luggage leave pile airway baggage handling staff call sick shortage airway flight attendant nearly fifth say sick work lead flight cancellation union official deny deliberate sickout say people flu time year airline chronically understaffe      airway end cancel one hundred flight christmas day strand passenger one hundred and nineteen airport ground crew airway seventh large airline chapter eleven bankruptcy protection face court impose pay cut month airline need negotiate paycut find route bankruptcy look paycut total eight hundred m.      airways scale employee mutiny hand comment michael boyd industry consultant disruption flight schedule discourage customer fly airways reduce revenue airways cancel approximately sixty-five flight thursday one hundred and eighty friday one hundred and forty saturday forty-three sunday fifteen monday say industry official airline say embarrassed situation deeply regret inconvenience cause customer probe focus industry compliance one thousand, nine hundred and ninety-nine agreement aim improve quality passenger service far allow airline avoid congressionally mandate standard analyst say christmas chaos cast doubt airways ability emerge bankruptcy likely worsen finance troubled delta parent comair comair deeply regret inconvenience customer cause severe winter storm ohio river valley busy holiday season exacerbate problem airlines crew scheduling system cause additional flight delay cancellations delta subsidiary say statement",business
mix christmas retailer      retailer post mixed result december luxury retailer fare force slash price lift sale      upscale department store nordstrom say store sale nine.three high period year trendy youth label sell sale jump twenty-eight young women clothing retailer bebe store thirty-two.two american eagle outfitter wal mart see sale rise cut price company see rise december sale four.three rise see year early      customer world big retailer generally see vulnerable america economic woe      commentator claim cut spending amid uncertainty job security low middle income americans rein spending face high gasoline price analyst say wal mart face stand shopper stepping discount festive season wear consumer wait long good bargain expert add price cut sector christmas sale account nearly twenty-three annual retail sale far worse far fare well expect result split ken perkin analyst research firm retailmetric llc tell associated press store struggle couple month appear continue trend store month december good month overall december sale forecast rise four.five 220bn five.one increase see year early      discount retailer fare december costco wholesale continue recent run upbeat result well expect jump store sale loser vary home furnishing store pier import see store sale sink large forecast eight.eight battle fierce competition lead electronic chain well buy miss sale target rise sale turn two.five increase christmas period accessory vendor claire store suffer expect minute shopping rush materialise leave store sale higher compare rise year jeweller zale feel little christmas cheer december sale zero.seven month year good period retailer shopper see dearth exciting new item kurt barnard president industry forecaster retail consulting group say beneficiary desertion high street expect online store accord survey goldman sachs co harris interactive neilsen net rating sale surge twenty-five holiday season twenty-three.2bn,business
record year chilean copper      chile copper industry register record earning fourteen.2bn two thousand and four governmental chilean copper commission cochilco report      strong demand china fast grow economy high price fuel production say cochilco vice president patricio cartagena add boom allow government collect nine hundred and fifty taxis mr cartagena say industry expect investment worth 10bn year      investment clearly go continue principle actor mining copper consolidation industry new project expansion support great production australias bhp billiton operate la escondida world large open pit copper planning invest one.9bn two thousand and seven state own codelco spend 1bn project chile big copper producer world analyze way price stable current high level kill demand lead customer look substitute copper copper price reach sixteen year high october two thousand and four production chile expect rise three.five two thousand and five five.five million tonne say mr cartagena cochilco expect two thousand and five slight reduction copper price forecast export earning fall ten.seven,business
"dollar hover record low      dollar hover close record low euro friday concern grow size budget deficit      analyst predict dollar remain weak two thousand and five investor worry state economy bush administration apparent unwillingness intervene support dollar cause concern trading volatile past week technical automate trading light demand amplify reaction news analyst say add expect market jumpy january      dollar trading one.three thousand, six hundred and fifty-two versus euro friday morning hit fresh record low one.three thousand, six hundred and sixty-seven thursday dollar buy one hundred and two.fifty-five yen      disappointing business figure chicago trigger currencys weakness thursday national association purchasing management chicago say manufacturing index drop sixty-one.two big fall expect dollar buyer especially chicago datum yesterday say abn amros paul mackel time german chancellor gerhard schroeder italian prime minister silvio berlusconi voice concern strength euro mr berlusconi say euros strength absolutely worry italian export mr schroeder say newspaper article stability foreign exchange market require correction global economic imbalance investor look februarys meet finance minister g7 industrialise nation london clue central bank combine force stem dollar decline",business
"iran budget seek state sell off      irans president mohammad khatami unveil budget design expand public spending thirty loosen islamic republic dependence oil      budget fiscal year start twenty-one march call sell twenty state corporate holding mr khatamis second term president end august make budget opposition member parliament attack previous privatisation block plan election two thousand and four oust mr khatamis supporters parliament favour hard line religious conservative late year back law parliament veto foreign investment ruling response involvement telecom airport project turkish company hardliner accuse business israel come long expediency council iran ultimate decision maker bless mr khatamis policy selling stake sector protect constitution energy transport telecom banking continue obstruction foreign investment way privatisation plan mr khatamis hope modestly reduce government reliance oil revenue      address majlis mr khatami predict economic growth seven.one two thousand and five six.seven current year say want increase two thousand and five budget one,five hundred and forty-six trillion rial one hundred and seventy-five.6bn xc2xa393.6bn previous year one,seventy trillion figure taxation rise fourteen.3bn rise forty expect current year contrast oil revenue expect fall fourteen.1bn 16bn year march two thousand and five current government expenditure come tax revenue mr khatami say oil revenue productive investment mr khatami block parliament reduce subsidy product include bread petrol reduce room manoeuvre",business
"verizon seal takeover mci      verizon win takeover battle phone firm mci bid worth six.8bn xc2xa33.6bn report      firm expect seal deal monday morning accord news agency report despite thought high bid qw telecom market consolidate fast long distance giant at&t buy subsidiary sbc early year 16bn mci exit bankruptcy april having go bust previous worldcom bankruptcy follow admission two thousand and two illegally book expense inflate profit      shareholder lose 180bn company collapse twenty,zero worker lose job worldcom boss bernie ebber currently trial accuse oversee 11bn fraud qwest come suspicion sub standard behaviour pay security exchange commission two hundred and fifty october settle charge manipulate result wall street happy      mci uss second big long distance firm at&t consolidation telecommunication industry pick past month company look cut cost boost client basis merger mci verizon fifth billion dollar telecom deal october week sbc communication agree buy parent phone trailblazer at&t 16bn buying mci qw verizon access mcis global network business base subscriber rationale similar underpinning sbcs at&t deal verizon far big company successful mobile arm factor swung board favour suitor offer mixture cash share",business
gsk aim stop aids profiteer      world large manufacturer hiv aids drug launch initiative combat smuggling cheap pill supply poor african country europe resale far high price      company glaxosmithkline alter packaging change colour pill currently provide develop nation humanitarian agreement estimate drug company lose hundred million dollar year result diversion product way sensitive area big drug company want maintain profit tremendous pressure provide cheap anti aids drug world poor nation      result drug supply africa thirty time cheap sell europe bring medicine reach million hiv positive african government health care system      wide difference price mean big gain illegally divert cheap drug wealthy country sell high price glaxosmithkline believe coat pill destine africa red dye add new identification code pills package trade substantially reduce company say possible identify specific distributor africa sell humanitarian drug profit supplier europe involve trade glaxo say distribution new look drug begin chemical content identical currently sell europe,business
fiat chief take steering wheel      chief executive fiat conglomerate take day day control struggle car business effort turn      sergio marchionne replace herbert demel chief executive fiat auto mr demel leave company mr marchionne fourth head business expect eight hundred euro 1bn loss two thousand and four year fiat underperformed market europe year see flat sale      car business operating loss year force push break target two thousand and five two thousand and six management change wide shake business follow fiat resolution dispute general motor major restructure fiat integrate maserati car company currently own ferrari operation ferrari fiat own majority stake separately float stock market two thousand and six two thousand and seven      mr marchionne join company year say fiat auto principal focus attention decision post chief executive auto unit speed company recovery say profound cultural transformation underway follow management reorganisation deliver agile efficient structure add      mr marchionne background car industry play increase role group activity year say series new model launch group recovery plan boost revenue hope car business well know alfa romeo marque expect loss eight hundred euro two thousand and four sale expect fall two thousand and five fiat say week exit unprofitable area rental car market mr demel car industry veteran take helm november two thousand and three recruit fiat chief executive giuseppe morchio mr morchio bid year chairman death president umberto agnelli reject found agnelli family mr morchio subsequently resign early week fiat reach agreement gm dissolve alliance oblige gm buy italian firm outright gm pay fiat 2bn settlement,business
china keep tight rein credit      china effort stop economy overheat clamp credit continue two thousand and five state medium report      curb introduce early year ward risk rapid expansion lead soar price fear stress place fragile banking system growth china remain breakneck nine.one corporate investment grow twenty-five year breakneck pace economic expansion keep growth year rapid tooling china manufacturing sector mean massive demand energy factor keep world oil price sky high year theory government growth target continues insist overshoot mean hard landing shape overbalance economy low exchange rate chinas yuan peg rate eight.twenty-eight dollar relentless decline mean chinese export cheap world market china far resist international pressure break link shift level peg extent credit control take effect industrial output grow fifteen.seven year october twenty-three february inflation slow four.three retail sale boom,business
